id,resolution,brand_name,description,name_rus,CommercialTypeName4,rating_1_count,rating_2_count,rating_3_count,rating_4_count,rating_5_count,comments_published_count,photos_published_count,videos_published_count,PriceDiscounted,item_time_alive,item_count_fake_returns7,item_count_fake_returns30,item_count_fake_returns90,item_count_sales7,item_count_sales30,item_count_sales90,item_count_returns7,item_count_returns30,item_count_returns90,GmvTotal7,GmvTotal30,GmvTotal90,ExemplarAcceptedCountTotal7,ExemplarAcceptedCountTotal30,ExemplarAcceptedCountTotal90,OrderAcceptedCountTotal7,OrderAcceptedCountTotal30,OrderAcceptedCountTotal90,ExemplarReturnedCountTotal7,ExemplarReturnedCountTotal30,ExemplarReturnedCountTotal90,ExemplarReturnedValueTotal7,ExemplarReturnedValueTotal30,ExemplarReturnedValueTotal90,ItemVarietyCount,ItemAvailableCount,seller_time_alive,ItemID,SellerID
356076,0,,Контейнер для сбора пыли для робота-пылесоса Xiaomi Robot Vacuum Mop 2 Ultra,Контейнер для сбора пыли для робота-пылесоса Xiaomi Robot Vacuum Mop 2 Ultra,Пылесборник,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,803.0188922714997,4,0,0,0,0,0,0,0,0,0,1281.2725340890006,1401.8628412794958,1499.5245430507937,87.0,302.0,818.0,85.0,295.0,793.0,3.0,16.0,45.0,984.0314909690526,1100.4607580233728,1224.9162030768678,2.0,2.0,651.0,175129,504
101334,0,Optoma,"Проектор Optoma HD146X – превосходный выбор для спортивных болельщиков, любителей телешоу и игроманов. Режим Gaming Mode оптимизирует настройки проектора для достижения минимального времени отклика при сохранении максимального уровня контрастности и яркости цвета, идеально для любителей видеоигр.<br/><br/>К этой модели легко подключить различные HDMI-донглы (Google Chromecast, Amazon Fire TV or Apple TV) для просмотра потокового видео и запуска игр на большом экране.<br/><br/>Обладающий небольшим весом ( всего 2,8 кг!) проектор Optoma HD146X очень удобен для транспортировки – его можно брать с собо",Проектор для коммерческих инсталляций Optoma HD146x,Проектор,,,,,,,,,1140.7098921764552,83,0,0,0,0,0,0,0,0,0,,,1406.090534586728,,,57.0,,,55.0,,,2.0,,,1036.321812688137,3.0,3.0,86.0,49978,1508
320027,0,Sellerweb,"Адаптер Bluetooth 5.0<br/><br/>Адаптер принимает и передает данные: звука (стерео), изображения, видео, текстовые файлы, файл различных расширений, выполняет функцию пульта управления.<br/><br/>Конектиться по Bluetooth со всеми устройствами: планшет, смартфон, мышь, джойстик, клавиатура, наушники, колонки, фотоаппарат, принтер, МФУ, телевизор, моноблок, монитор.<br/><br/>Контроллеры (джойстики) приставок Sony PlayStation и XBox.<br/><br/>Поддержка одновременного подключения нескольких устройств Bluetooth.<br/><br/>Двухканальный стерео аудио поток в ваши беспроводные наушники!<br/><br/>1. Модель адаптера",Bluetooth 5.0 адаптер,Bluetooth адаптер,,,,,,,,,671.7939580271673,1195,2,4,6,32,116,225,2,7,11,1348.069589869517,1466.969647075594,1588.1096129975244,662.0,2532.0,8671.0,648.0,2453.0,8353.0,21.0,92.0,297.0,997.8660776752148,1147.4544236328934,1270.2691354234796,1.0,1.0,1448.0,157487,5314
45512,0,,Двигатель для пылесоса аналог CPH90F 300004478921 мощностью 1800W для пылесосов Philips,Двигатель для пылесоса аналог CPH90F 300004478921 мощностью 1800W для пылесосов Philips,Запчасти для пылесоса,,,,,,,,,753.3044041431343,20,0,0,0,0,0,0,0,0,0,1288.6815369363867,1394.6239195949634,1461.010868663032,358.0,898.0,1579.0,349.0,883.0,1553.0,16.0,59.0,111.0,988.9253147607276,1131.0399891215343,1201.9007846889217,8.0,8.0,401.0,22722,49
424647,1,,"<p>Наушники с микрофоном, Bluetooth, 3.5 мм, Черный – превосходный выбор для тех, кто ценит высокое качество звука и удобство беспроводного использования. Эти наушники предназначены для истинных меломанов и профессионалов, которым важна каждая нотка и нюанс в любимых треках.</p><p></p><p>Наушники оснащены передовыми Bluetooth-технологиями, что обеспечивает стабильное соединение и высококачественное звучание без помех. С этими наушниками вы сможете наслаждаться музыкой или разговорами по телефону без каких-либо ограничений.</p><p></p><p>Если вам все же необходимо подключи","Наушники беспроводные с микрофоном, Bluetooth, 3.5 мм, черный, серебристый",Наушники Bluetooth,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,301.056223477958,9,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,140.0,140.0,10.0,206954,501
13598,0,,Мешок многоразовый + микрофильтр для пылесоса SAMSUNG NV9015,Мешок SAMSUNG NV9015 многоразовый микрофильтр для пылесоса,Пылесборник,,,,,,,,,718.8772721257117,817,0,0,0,0,0,0,0,0,0,1466.8411561281912,1614.1646430799449,1742.064624599015,1819.0,7926.0,33017.0,1619.0,7205.0,29686.0,43.0,210.0,762.0,1111.7896723469353,1260.647117478017,1376.3464434698478,246.0,246.0,973.0,6856,198
159294,0,ZipM,"Нож двусторонний №5 для мясорубки Bosch/Бош, Zelmer/Зелмер<ul><li>Длина лопастей: 47 мм</li><li>Высота: 5 мм</li><li>Посадочное место (квадрат): 9х9 мм</li><li>Одним из самых важных элементов любой мясорубки является нож. От него зависит, насколько качественно и быстро будет приготовлен фарш. Именно нож для мясорубки не просто перемалывает мясо, а рубит его. Поэтому он всегда изготавливается из стали (лучше всего, если это будет нержавеющая) и хорошо заточен со всех сторон. Любые другие материалы, из которых могут быть изготовлены ножи для мясорубки, могут требовать очень частой ",Нож двусторонний для мясорубки,Запчасти для мясорубки,,,,,,,,,735.1719218502899,1155,0,0,0,0,0,0,0,0,0,1381.040251512106,1490.2592268923108,1589.4456406829354,742.0,2221.0,5842.0,672.0,2054.0,5298.0,30.0,108.0,322.0,1068.3717711984716,1191.8933890777032,1319.916049113689,10.0,10.0,1282.0,78265,1723
190906,1,LISIK.,"Батарейки типоразмера АА наиболее распространены, поэтому используются во многих приборах: фонариках, электрических щётках, детских игрушках. Помимо широкой сферы применения, такие элементы питания отличаются малыми габаритами: их удобно хранить дома с запасом, а также брать в походы и путешествия.  Используйте щелочные батарейки с любыми устройствами: от тех, которые не создают долговременных и интенсивных нагрузок, до потребляющих значительный ток. Это могут быть как пульты дистанционного управления для ТВ, калькуляторы, часы, так и фотовспышки, ра","Батарейка солевая GP Greencell Extra Heavy Duty, AA, R6-4BL, 1.5В, блистер, 4 шт.",Типовая батарейка,,,,,,,,,651.0721794120161,2,0,0,0,0,0,0,0,0,0,1231.7407551972085,1360.5978128018105,1465.5443908142315,182.0,753.0,2209.0,135.0,623.0,1791.0,6.0,30.0,65.0,910.8417320989528,1034.589880042804,1133.0463862165382,20.0,20.0,315.0,93325,424
368853,0,Cameron Sino,"<p><b>Совместимые партномера</b></p> <ul> <li>EB-BN910BBE</li> <li>EB-BN910BBK</li> <li>EB-BN910BBU</li> </ul> <p>Аккумулятор CS-SMN917SL EB-BN910BBE для Samsung Galaxy Note 4 SM-N910G 3.85V / 2800mAh / 10.78Wh Galaxy Note 4, SM-N910A, SM-N910C, SM-N910FD, SM-N910FQ, SM-N910G, SM-N910H, SM-N910I, SM-N910K, SM-N910L, SM-N910M, SM-N910R4, SM-N910S, SM-N910T, SM-N910U, SM-N910V, SM-N910W8</p>",Аккумуляторная батарея CS-SMN917SL EB-BN910BBE для Samsung Galaxy Note 4 SM-N910G 3.85V / 2800mAh / 10.78Wh,Аккумулятор для мобильного телефона,,,,,,,,,759.7742037340184,854,0,0,0,0,0,0,0,0,0,1457.9026337317748,1598.0376794661504,1706.233583672835,1270.0,5192.0,16032.0,1172.0,4792.0,14769.0,73.0,294.0,995.0,1184.6917869268646,1335.0965474686045,1452.752122424679,1548.0,1548.0,1149.0,181110,69
144765,0,Radiosfera,"Микросхема 74HCT160N (ИЕ9), DIP16, Philips<br/>
Тип микросхемы: Микросхемы стандартной логики<br/>
Производитель: Philips<br/>
Тип корпуса: DIP16<br/>
Тип элемента: Активные компоненты<br/>
 Количество в упаковке, шт: 1","Микросхема 74HCT160N (ИЕ9), DIP16, Philips",Электронные компоненты-запчасти,,,,,,,,,561.1339127529276,7,0,0,0,0,0,0,0,0,0,1275.5524680964584,1428.6261955001803,1539.670911472526,956.0,4367.0,12970.0,687.0,3420.0,10299.0,19.0,102.0,263.0,885.8161438583238,1067.5384866992513,1173.0299945280983,5.0,5.0,1548.0,71083,10
377195,0,Sony,"Признанная серия реалистичных автосимуляторов впервые появится на PlayStation 4, и острые ощущения от  скоростного вождения заставят ваше сердце биться чаще. В сотрудничестве с Международной автомобильной  федерацией студия Polyphony Digital разрабатывает доступную и сбалансированную игру, которая понравится  как любителям автоспорта, так и заядлым гонщикам. Пристегните ремни и примите участие в двух сетевых  чемпионатах: представляйте свою страну в Кубке наций и отстаивайте честь любимой марки в Кубке  производителей. <br><br>Ключевые особенности:<br>- Машины мечты, ",PS4 Gran Turismo SPORT (Поддержка VR),Видеоигра,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,787.5507728008379,286,0,0,0,0,0,0,0,0,0,1051.2658618182495,1186.4989796482394,1317.2773168681051,12.0,37.0,177.0,12.0,37.0,176.0,0.0,1.0,8.0,0.0,740.1313084015648,973.6622076996748,17.0,17.0,511.0,185137,184
288022,0,,"Микросхема S515 (Контроллер питания для Samsung G930F/G935F/J530F/J701F/J710F).Подарите своему смартфону новую жизнь,заменив несправную деталь на новую.Замену данного компонента производить только через специализированный сервис,или силами профессионалов своего дела.",Микросхема S515 (Контроллер питания для Samsung G930F/G935F/J530F/J701F/J710F),Микросхемы для телефонов,,,,,,,,,323.4978809694705,757,0,0,0,0,0,0,0,0,0,1167.7513789840018,1320.9519456421187,1463.638252033653,257.0,1342.0,5486.0,220.0,1156.0,4742.0,12.0,33.0,133.0,831.1198417237306,935.3838426695676,1099.2903962746384,1.0,1.0,1340.0,141730,916
155257,0,,"Многоразовый мешок-пылесборник OZONE предназначен для установки в бытовые пылесосы.
ВЫСОКИЙ УРОВЕНЬ ФИЛЬТРАЦИИ
Пылесборник изготовлен из многослойного синтетического материала, который характеризуется высоким уровнем фильтрации и удерживает частицы пыли и микроорганизмы.
АНТИАЛЛЕРГЕННЫЙ МАТЕРИАЛ
Материал обладает антиаллергенными свойствами и обеспечивает выпуск гигиенически чистого воздуха, защищая дыхательные пути.
ПРОЧНЫЙ МАТЕРИАЛ
Армированный слой гарантирует увеличенную прочность, что позволяет собирать все виды мусора, в том числе оскол",Оригинальные синтетические мешки-пылесборники пылесоса Samsung 1 шт,Пылесборник,,,,,,,,,666.6370939234776,5,0,0,0,0,0,0,0,0,0,946.610466550606,1130.7866625197669,1262.852531990521,10.0,59.0,239.0,10.0,58.0,234.0,1.0,2.0,14.0,670.6701013266518,744.3762504255475,996.3433785577046,1.0,1.0,862.0,76235,819
48337,0,Kitfort,"Электрический чайник с терморегулятором Кіtfort КТ-616 может не только вскипятить воду, но и нагреть ее до температуры 40, 70 и 90°С. Чайник также оснащен функцией поддержания температуры. Температура воды контролируется встроенным в дно чайника термодатчиком. Чайник автоматически отключается при закипании и при снятии его с подставки, имеет защиту от перегрева и защиту от включения без воды. ","Kitfort Электрический чайник KT-616, черно-серый",Чайник электрический,0.0,0.0,0.0,1.0,4.0,5.0,2.0,0.0,853.7335407858759,1184,0,0,0,0,0,0,0,0,0,1165.225140212401,1284.3772210753868,1427.3059497315624,103.0,431.0,1553.0,93.0,396.0,1428.0,2.0,9.0,33.0,850.8098606638467,920.964399724406,1062.1982684375575,3.0,3.0,1261.0,24132,239
329941,0,Oral-B,"Электрическая зубная щетка Oral-B Pro 3 3500 Black Edition предназначена для ежедневного ухода за полостью рта. Круглая насадка обеспечивает очистку зубов со всех сторон, а перекрестные щетинки проникают в межзубные промежутки, эффективно удаляя зубной налет вдоль линии десен. Эта щетка деликатно воздействует на эмаль, предотвращая ее повреждения. Электрическая зубная щетка Oral-B Pro 3 3500 Black Edition имеет водонепроницаемый черный корпус, обеспечивающий надежную защиту от попадания влаги.",Аккумуляторная электрическая зубная щетка ORAL-B Pro 3/D505.513.3X BK 1 шт,Электрическая зубная щетка,,,,,,,,,928.60509462396,113,0,0,0,0,0,0,0,0,0,,,0.0,,,0.0,,,,,,2.0,,,802.1912518031247,13.0,13.0,126.0,162464,1647
159715,0,,"В продаже Кастомная обложка по мотивам игры: The Last of Us Part II для КЕЙСА Playstation 4. Кастомная обложка для игры напечатана на специальной бумаге в высоком разрешении в типографии. Предназначена для замены стандартной обложки игрового диска. Мы Создаём неповторимый образ вашей любимой игры с помощью кастомных обложек! .Наши обложки сделают ваш диск неповторимым и уникальным , аутентичный яркий дизайн не оставит себя без внимания, приближая его к уровню лимитированных изданий. В продаже ТОЛЬКО!!! Обложка. Обложка без Цензуры!!!",The Last of Us Part II / Эксклюзивная обложка для PS4,"Игровая атрибутика, фигурки персонажей",0.0,1.0,0.0,0.0,3.0,10.0,8.0,1.0,595.6536914465527,362,0,0,0,0,0,0,0,0,0,937.1409003978814,1075.4424398867138,1152.2370638073744,18.0,65.0,142.0,12.0,47.0,112.0,0.0,2.0,3.0,0.0,724.0058225006924,757.6084776901012,3.0,3.0,972.0,78486,509
177971,0,,<br>Вид запчасти : Крышка<br>Гарантия: 3 месяца<br>Ключевые слова: Задняя крышка Xiaomi Redmi 5<br>Модель: Xiaomi Redmi 5 Plus<br>Список совместимых устройств: Xiaomi Redmi 5 Plus<br>Страна-изготовитель: Китай<br>Цвет: Черный<br>Рекомендовано для: Xiaomi,Задняя крышка для Xiaomi Redmi 5 Plus Черный,Корпуса для телефонов,,,,,,,,,696.8883151099734,66,0,0,0,0,0,0,0,0,0,1172.1600373176975,1303.6138406634816,1381.9642034152207,82.0,391.0,950.0,79.0,377.0,926.0,7.0,20.0,42.0,915.6560568194476,1015.1769678036212,1116.4677859799071,14.0,14.0,170.0,87135,212
221701,0,Logitech,"Logitech K380 Multi-Device — это универсальная Bluetooth-клавиатура, которую можно использовать в любом уголке дома. <br><br> Вводить текст с помощью этой мобильной клавиатуры на смартфоне и планшете так же легко и удобно, как и на  настольном ПК. <br><br> K380 Multi-Device — это беспроводная клавиатура, которую можно подключить к любому устройству с поддержкой  Bluetooth и внешних клавиатур. <br><br> Подключайте до трех устройств одновременно, например компьютер с ОС Windows, iPhone и планшет Android.  Просто коснитесь кнопки, чтобы начать ввод текста на другом устройстве. <br><br> Универсальная клавиатура ","Logitech Клавиатура беспроводная , темно-серый",Клавиатура,,,,,,,,,878.471303406341,579,0,0,0,0,0,0,0,0,0,1334.3239492115606,1498.629008069027,1558.951196963714,98.0,302.0,721.0,69.0,250.0,568.0,1.0,9.0,24.0,806.4226784575694,1157.97422712434,1269.6419689934924,2.0,2.0,662.0,108898,144
338143,0,Цифровой квадрат," Фотобарабан MLT-R707 DU для принтеров Samsung - это совместимый фотобарабан, который обеспечивает надежную и качественную печать. С емкостью стандартная,  он идеально подходит для лазерного принтера Самсунг. Фотобарабан MLTR707 DU  совместим с такими моделями, как Samsung MX SL-K2200, SL-K2200ND. Фотобарабан MLT R707 DU  не требуется чип, что обеспечивает удобство в установке и использовании. Фотобарабан для принтеров Samsung  2200,  2200 имеет цвет черный, а его ресурс печати составляет  80000 страниц, что позволяет значительно сократить частоту замен и снизить эксплуатационные расходы. Гарант","Фотобарабан MLT-R707 DU для принтеров Samsung и MultiXpress SL-K2200, SL-K2200ND черный","Картридж, чернила, тонер",,,,,,,,,968.3924117543548,360,0,0,0,0,1,3,0,0,0,1296.7502899605065,1463.2822592139394,1597.011213803109,89.0,476.0,2007.0,81.0,378.0,1463.0,0.0,9.0,40.0,0.0,1042.4652191014875,1213.7401315932425,38.0,38.0,1070.0,166408,288
240902,0,Amperin,"Аккумулятор (батарея) Amperin BM4R для Xiaomi Mi 10 Lite предназначен для обеспечения продолжительного времени работы вашего устройства и стабильности его функционирования. Благодаря высокому качеству и емкости, аккумулятор способен поддерживать производительность вашего смартфона на протяжении длительного времени. Установка аккумулятора не требует специальных навыков и может быть легко выполнена самостоятельно. Это поможет сохранить работоспособность вашего устройства и продлить его срок службы.",Аккумулятор (батарея) Amperin BM4R для Xiaomi Mi 10 Lite,Аккумулятор для мобильного телефона,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,703.3588524540054,4,0,0,0,0,0,0,0,0,0,1223.0273509999388,1353.134986016414,1449.9743914617018,212.0,806.0,2283.0,172.0,657.0,1794.0,10.0,28.0,55.0,911.4194591535618,1013.4830685980384,1082.8249863957446,3.0,3.0,369.0,118277,179
22693,0,,Мешок подходит для пылесоса SAMSUNG SC51 ... EASY&CLEAN ( многоразовый),Мешок подходит для пылесоса SAMSUNG (Самсунг) SC51 ... EASY&CLEAN ( многоразовый),Пылесборник,,,,,,,,,735.9738121214538,442,0,0,0,0,0,0,0,0,0,1418.2555424871457,1549.3659888478655,1666.6081684297765,935.0,3499.0,11620.0,856.0,3208.0,10816.0,14.0,96.0,330.0,1004.5263355353926,1193.9365514069452,1323.601974027291,7.0,7.0,476.0,11469,551
295351,0,MyPads,"Сумка-портфель MyPads M160-019 - это продукция, у которой большое внимание уделено качеству по недорогой цене. Как правило все хотят получить товар соотношения цена-качество и бренд MyPads эту задачу выполняет. Мы постоянно следим за новыми тенденциями, и стараемся делать максимально низкую наценку на свои товары. Высококачественный материал: Компактная городская сумка, выполненная из премиальной эко-кожи. Сумки MyPads изготовлены по специальному заказу из 100% импортных материалов высшего качества. ","Сумка-портфель MyPads M160-019 из качественной импортной эко-кожи для ноутбука Xiaomi MSI Macbook Huawei Honor 11/12//13,3/14/15/15,6 дюймов детская женская прикольная тематика мультфильм Том и Джери",Сумка для ноутбука,,,,,,,,,767.1146600994031,79,0,0,0,0,0,0,0,0,0,1573.2672355580137,1710.792185194928,1803.7622833950213,5415.0,21916.0,53591.0,4962.0,20140.0,49536.0,172.0,773.0,1730.0,1235.3855146061728,1386.6941197634262,1470.2059328175017,42.0,42.0,1116.0,145298,58
403077,0,HyperX,"Проводная гарнитура HyperX Cloud Stinger HX-HSCSS-BK совместима с большинством игровых консолей, компьютеров и ноутбуков. Для соединения используется кабель 1.3 м с разъемом jack 3.5 мм. Наушники закрытого типа обеспечивают эффект полного погружения в виртуальное пространство. Направленные динамики диаметром 50 мм передают чистое звучание в диапазоне 18-23000 Гц. Наполнитель из пены и приятная на ощупь поверхность обеспечивают комфортную эксплуатацию в течение нескольких часов подряд. Основание характеризуется высокой прочностью и долговечностью. 
Проводная гарнитура Hype","Игровые наушники, проводные, цвет: черный",Гарнитура для PC,,,,,,,,,943.9209180187376,82,0,0,0,0,0,0,0,0,0,1027.4398723552297,1162.346666213197,1250.9710117736786,8.0,30.0,76.0,6.0,28.0,61.0,2.0,3.0,5.0,983.92731229258,1002.40330227473,1033.1223073534109,6.0,6.0,176.0,196883,1214
330200,0,LISIK.,"Антенна декоративная """"Триада - 8120 Decor"""". Улучшает внешний вид кузова автомобиля или закрывает отверстие от демонтированной врезной антенны (чтобы не попадала вода). Изготовлена из стойкого к УФ излучению АБС пластика. Миниатюрная.","Антенна декоративная ""Триада-8120 Decor"", имитатор GPS",TV антенна,,,,,,,,,675.4726864641098,104,0,0,0,0,0,0,0,0,0,1212.6750299203602,1350.6964754462851,1458.414870080854,239.0,930.0,2640.0,189.0,764.0,2077.0,0.0,14.0,59.0,0.0,907.7241195748431,1093.8711132678702,1.0,1.0,409.0,162603,424
